"Player","Position","Team","Sleeper","ESPN","Yahoo!","CBS","Fantrax","FFPC","BB10s","NFFC","Underdog","Consensus"
"Jalen Brooks","WR","ARI","691.3","170.0","","","","","","","216.0","359.1"
"Julian Fleming","WR","","359.7","","","","","","","","","359.7"
"Julian Hill","TE","NE","549.8","170.0","","","","","","","","359.9"
"Kyle Trask","QB","CAR","551.8","170.0","","","","","","","","360.9"
"Josh Cuevas","TE","BAL","697.1","170.0","","","","","","","216.0","361.0"
"Connor Neighbors","RB","","361.6","","","","","","","","","361.6"
"Drew Allar","QB","PIT","699.6","169.8","","","","","","","216.0","361.8"
"Jacob Huesman","QB","","362.8","","","","","","","","","362.8"
"Tommy Thomas","WR","","363.0","","","","","","","","","363.0"
"Josh Dobbs","QB","DET","646.7","169.9","","","","","","273.1","","363.2"
"Gary Brightwell","RB","CIN","558.5","170.0","","","","","","","","364.2"
"Ja'Lynn Polk","WR","NO","558.5","170.0","","","","","","","","364.2"
"Brevin Jordan","TE","HOU","559.5","170.0","","","","","","","","364.8"
"Andy Isabella","WR","","366.0","","","","","","","","","366.0"
"Xazavian Valladay","RB","FA","562.0","170.0","","","","","","","","366.0"
"Jimmy Holiday","WR","KC","563.0","170.0","","","","","","","","366.5"
"Dan Villari","TE","LAR","367.6","","","","","","","","","367.6"
"Valdez Showers","WR","","369.5","","","","","","","","","369.5"
"Garrett Nussmeier","QB","KC","668.0","170.0","","","","","","273.1","","370.3"
"Zach Horton","TE","DET","571.3","170.0","","","","","","","","370.6"
"Drew Lock","QB","SEA","668.2","169.9","","","","","","273.6","","370.6"
"Jermar Jefferson","RB","MIN","572.4","169.9","","","","","","","","371.2"
"Quentin Skinner","WR","BUF","574.0","170.0","","","","","","","","372.0"
"Eric Saubert","TE","SEA","575.5","170.0","","","","","","","","372.7"
"Tyler Conklin","TE","DET","676.4","170.0","","","","","","273.1","","373.2"
"DeAndre Washington","RB","","373.5","","","","","","","","","373.5"
"Jaelon Darden","WR","FA","577.0","170.0","","","","","","","","373.5"
"Allen Lazard","WR","FA","577.8","170.0","","","","","","","","373.9"
"Reggie Begelton","WR","","374.0","","","","","","","","","374.0"
"Deven Thompkins","WR","LV","578.0","170.0","","","","","","","","374.0"
"Gardner Minshew","QB","ARI","677.8","170.0","","","","","","274.2","","374.0"
"DaMarkus Lodge","WR","","375.2","","","","","","","","","375.2"
"Dalvin Cook","RB","FA","582.3","169.9","","","","","","","","376.1"
"Chris Manhertz","TE","NYG","583.3","170.0","","","","","","","","376.6"
"Brock Wright","TE","DET","690.8","169.9","","","","","","273.1","","377.9"
"Ja'Corey Brooks","WR","FA","587.4","170.0","","","","","","","","378.7"
"Jimmy Garoppolo","QB","LAR","693.6","170.0","","","","","","273.2","","378.9"
"Bo Melton","WR","GB","695.0","170.0","","","","","","273.1","","379.3"
"Dominic Lovett","WR","DET","589.0","170.0","","","","","","","","379.5"
"De'Quan Hampton","WR","","380.0","","","","","","","","","380.0"
"Brandon Johnson","WR","LV","591.2","170.0","","","","","","","","380.6"
"Nathan Carter","RB","ATL","699.0","170.0","","","","","","273.1","","380.7"
"Harrison Bryant","TE","FA","591.5","170.0","","","","","","","","380.8"
"John Rhys Plumlee","QB","","381.0","","","","","","","","","381.0"
"CJ Donaldson","RB","NO","382.0","","","","","","","","","382.0"
"D.J. Williams","RB","FA","595.0","170.0","","","","","","","","382.5"
"Adrian Martinez","QB","SF","595.0","170.0","","","","","","","","382.5"
"Jibri Blount","TE","","383.0","","","","","","","","","383.0"
"Zach Pascal","WR","FA","596.0","170.0","","","","","","","","383.0"
"Tim Cook","RB","","384.0","","","","","","","","","384.0"
"Tommy Mellott","WR","FA","598.0","170.0","","","","","","","","384.0"
"Melvin Gordon","RB","(N/A)","478.0","","","","291.4","","","","","384.7"
"Chase Claypool","WR","","553.4","","","","","","","","216.0","384.7"
"Damion Willis","WR","","385.0","","","","","","","","","385.0"
"Artavis Pierce","RB","","386.2","","","","","","","","","386.2"
"Brandon Silvers","QB","","387.0","","","","","","","","","387.0"
"TJ Sheffield","WR","","388.5","","","","","","","","","388.5"
"Connor Heyward","TE","LV","609.3","170.0","","","","","","","","389.6"
"Devin Asiasi","TE","","390.0","","","","","","","","","390.0"
"Dan Chisena","WR","CAR","611.5","170.0","","","","","","","","390.7"
"Cam Dorner","WR","NE","391.0","","","","","","","","","391.0"
"Alex Mattison","RB","FA","615.0","170.0","","","","","","","","392.5"
"Jeremiah Webb","WR","NE","393.7","","","","","","","","","393.7"
"Trevon Grimes","WR","","394.0","","","","","","","","","394.0"
"Jared Wiley","TE","KC","618.0","170.0","","","","","","","","394.0"
"Davis Allen","TE","LAR","619.7","170.0","","","","","","","","394.8"
"Adam Thielen","WR","PIT","620.9","170.0","","","","","","","","395.4"
"Jack Stoll","TE","CLE","621.3","170.0","","","","","","","","395.6"
"Danny Gray","WR","PHI","621.7","170.0","","","","","","","","395.8"
"Jeff Smith","WR","","396.3","","","","","","","","","396.3"
"Sean Brown","WR","","397.9","","","","","","","","","397.9"
"Johnathon Johnson","WR","","398.0","","","","","","","","","398.0"
"Trent Sherfield","WR","BUF","627.3","170.0","","","","","","","","398.6"
"Nate Adkins","TE","DEN","627.5","170.0","","","","","","","","398.7"
"Kairee Robinson","RB","","399.2","","","","","","","","","399.2"
"Jalen Walthall","WR","","399.8","","","","","","","","","399.8"
"Isaiah Neyor","WR","GB","630.8","170.0","","","","","","","","400.4"
"David Bell","WR","CLE","632.0","170.0","","","","","","","","401.0"
"Chris Blair","WR","ATL","634.5","170.0","","","","","","","","402.2"
"Mike Strachan","WR","","402.5","","","","","","","","","402.5"
"Zach Davidson","TE","FA","635.3","170.0","","","","","","","","402.6"
"Braxton Berrios","WR","NYG","635.5","170.0","","","","","","","","402.7"
"Brady Russell","TE","SEA","636.0","170.0","","","","","","","","403.0"
"Derrick Willies","WR","","403.8","","","","","","","","","403.8"
"Tyler Mabry","TE","FA","639.5","170.0","","","","","","","","404.8"
"Quincy Skinner","WR","NYJ","405.0","","","","","","","","","405.0"
"Charlie Woerner","TE","ATL","641.5","170.0","","","","","","","","405.7"
"D.J. Montgomery","WR","IND","641.7","170.0","","","","","","","","405.8"
"Tim Jones","WR","JAX","642.0","170.0","","","","","","","","406.0"
"Zay Jones","WR","FA","643.0","170.0","","","","","","","","406.5"
"Riley Nowakowski","TE","PIT","643.4","170.0","","","","","","","","406.7"
"Jackson Meeks","WR","DET","643.5","170.0","","","","","","","","406.7"
"Sincere Brown","WR","LAC","406.9","","","","","","","","","406.9"
"Cam Sutton","TE","","407.0","","","","","","","","","407.0"
"Brandon Smith","WR","PIT","645.0","170.0","","","","","","","","407.5"
"Chris Herndon","TE","","408.0","","","","","","","","","408.0"
"Brennan Presley","WR","LAR","646.5","170.0","","","","","","","","408.2"
"Ricky White","WR","SEA","647.0","170.0","","","","","","","","408.5"
"Xavier Weaver","WR","ARI","647.0","170.0","","","","","","","","408.5"
"Johnathan Lloyd","WR","","409.2","","","","","","","","","409.2"
"Diontae Johnson","WR","FA","648.9","170.0","","","","","","","","409.4"
"Trey Sermon","RB","ATL","649.0","170.0","","","","","","","","409.5"
"J.J. Arcega-Whiteside","WR","","411.0","","","","","","","","","411.0"
"Tom Kennedy","WR","DET","652.8","170.0","","","","","","","","411.4"
"Terrace Marshall","WR","MIA","653.8","170.0","","","","","","","","411.9"
"Jake Haener","QB","NYG","654.7","170.0","","","","","","","","412.3"
"Nick Bowers","TE","","412.7","","","","","","","","","412.7"
"Garrett Dickerson","TE","","413.7","","","","","","","","","413.7"
"Austin Trammell","WR","JAX","658.0","170.0","","","","","","","","414.0"
"Jermaine Terry","TE","CLE","415.0","","","","","","","","","415.0"
"Aaron Anderson","WR","","415.4","","","","","","","","","415.4"
"Taylor Heinicke","QB","FA","661.0","170.0","","","","","","","","415.5"
"Aidan O'Connell","QB","LV","662.3","170.0","","","","","","","","416.1"
"Cody White","WR","SEA","664.0","170.0","","","","","","","","417.0"
"Chris Brazzell","WR","CAR","400.0","170.0","","","","","240.5","278.7","","417.6"
"Nick Vannett","TE","SEA","666.0","170.0","","","","","","","","418.0"
"Sam Ehlinger","QB","DEN","666.3","170.0","","","","","","","","418.1"
"A.J. Green","WR","","418.6","","","","","","","","","418.6"
"Gavin Bartholomew","TE","MIN","667.2","170.0","","","","","","","","418.6"
"Ben Skowronek","WR","PIT","667.7","169.9","","","","","","","","418.8"
"Micah Simon","WR","CAR","419.0","","","","","","","","","419.0"
"Malik Cunningham","WR","DET","669.0","170.0","","","","","","","","419.5"
"Amar Johnson","RB","LAC","670.0","170.0","","","","","","","","420.0"
"Landon Rice","TE","","421.3","","","","","","","","","421.3"
"Cam Latu","TE","PHI","673.1","170.0","","","","","","","","421.5"
"Jacardia Wright","RB","SEA","674.7","170.0","","","","","","","","422.3"
"Xavier Restrepo","WR","TEN","675.0","170.0","","","","","","","","422.5"
"Connor Jessop","QB","","422.6","","","","","","","","","422.6"
"Dareke Young","WR","LV","676.0","170.0","","","","","","","","423.0"
"Ted Ginn","WR","","423.1","","","","","","","","","423.1"
"Jaret Patterson","RB","LAC","677.0","170.0","","","","","","","","423.5"
"Hajj-Malik Williams","QB","","423.8","","","","","","","","","423.8"
"Lewis Bond","WR","HOU","678.4","170.0","","","","","","","","424.2"
"Adrian Killins","RB","DEN","425.0","","","","","","","","","425.0"
"Kadarius Calloway","RB","TB","427.4","","","","","","","","","427.4"
"Zach Zenner","RB","","428.3","","","","","","","","","428.3"
"Joe Walker","WR","","429.9","","","","","","","","","429.9"
"Jjay Mcafee","TE","","430.5","","","","","","","","","430.5"
"Demetris Robertson","WR","","431.8","","","","","","","","","431.8"
"Noah Whittington","RB","HOU","431.9","","","","","","","","","431.9"
"Durron Neal","WR","","433.3","","","","","","","","","433.3"
"David Blough","QB","","434.5","","","","","","","","","434.5"
"Jeremiah Franklin","TE","MIA","435.0","","","","","","","","","435.0"
"Collin Hill","QB","","437.0","","","","","","","","","437.0"
"Kyron Drones","QB","","438.3","","","","","","","","","438.3"
"Joe Webb","QB","","439.3","","","","","","","","","439.3"
"Bucky Hodges","TE","","439.3","","","","","","","","","439.3"
"Anderson Castle","RB","IND","441.0","","","","","","","","","441.0"
"Giles Jackson","WR","","442.8","","","","","","","","","442.8"
"Dante Wright","WR","","443.0","","","","","","","","","443.0"
"Malik Henry","WR","","444.0","","","","","","","","","444.0"
"Danny Etling","QB","","445.0","","","","","","","","","445.0"
"Jimmy Williams","WR","","446.0","","","","","","","","","446.0"
"Siaosi Mariner","WR","","447.0","","","","","","","","","447.0"
"Aaron Parker","WR","","448.0","","","","","","","","","448.0"
"Bryan Thompson","WR","","448.3","","","","","","","","","448.3"
"Valentine Holmes","RB","","449.2","","","","","","","","","449.2"
"Myles Montgomery","RB","NE","625.9","","","","","","","273.1","","449.5"
"Tommy Hudson","TE","","451.0","","","","","","","","","451.0"
"Bo Scarbrough","RB","","452.5","","","","","","","","","452.5"
"Eli Stove","WR","","453.5","","","","","","","","","453.5"
"Shae Wyatt","WR","","454.0","","","","","","","","","454.0"
"Charles Clay","TE","","454.5","","","","","","","","","454.5"
"Kye Robichaux","RB","DET","455.0","","","","","","","","","455.0"
"Bryan Edwards","WR","","455.5","","","","","","","","","455.5"
"Fred Trevillion","WR","","455.5","","","","","","","","","455.5"
"Jake Funk","RB","","459.0","","","","","","","","","459.0"
"Treyvhon Saunders","WR","HOU","459.1","","","","","","","","","459.1"
"Ahmarean Brown","WR","","460.2","","","","","","","","","460.2"
"J.J. Jones","WR","","461.7","","","","","","","","","461.7"
"Ito Smith","RB","DAL","462.0","","","","","","","","","462.0"
"Damien Caffrey","TE","","463.8","","","","","","","","","463.8"
"Milton Wright","WR","","464.0","","","","","","","","","464.0"
"Ronnie Brown","RB","","465.0","","","","","","","","","465.0"
"Ryan Willis","QB","","467.3","","","","","","","","","467.3"
"Kehinde Oginni","TE","","468.0","","","","","","","","","468.0"
"Brian Hoyer","QB","","468.5","","","","","","","","","468.5"
"Dontae McMillan","RB","BAL","469.8","","","","","","","","","469.8"
"Emanuel Hall","WR","","470.0","","","","","","","","","470.0"
"Deante' Gray","WR","","470.0","","","","","","","","","470.0"
"Brayden Lenius","TE","","472.0","","","","","","","","","472.0"
"Dedrick Mills","RB","","472.0","","","","","","","","","472.0"
"Devontres Dukes","WR","","473.0","","","","","","","","","473.0"
"Squirrel White","WR","","473.7","","","","","","","","","473.7"
"Kennedy Brooks","RB","","475.5","","","","","","","","","475.5"
"Ian Wheeler","RB","BUF","476.2","","","","","","","","","476.2"
"Kyle Sloter","QB","","477.0","","","","","","","","","477.0"
"Dohnte Meyers","WR","CIN","477.3","","","","","","","","","477.3"
"La'Mical Perine","RB","","479.0","","","","","","","","","479.0"
"Keilahn Harris","WR","","479.7","","","","","","","","","479.7"
"Jahwan Edwards","RB","","481.0","","","","","","","","","481.0"
"Travis Dye","RB","","481.5","","","","","","","","","481.5"
"Johnny Pascuzzi","TE","LAC","483.6","","","","","","","","","483.6"
"Jared Cook","TE","","484.3","","","","","","","","","484.3"
"Mike Glennon","QB","","485.3","","","","","","","","","485.3"
"Dylan Soehner","TE","","486.3","","","","","","","","","486.3"
"Je'Quan Burton","WR","","487.0","","","","","","","","","487.0"
"Justin Jackson","RB","","487.3","","","","","","","","","487.3"
"Kyle Philips","WR","","489.5","","","","","","","","","489.5"
"Trevon Wesco","TE","","490.5","","","","","","","","","490.5"
